"编号","开始答题时间","结束答题时间","答题时长","1.您在过去一年中绝大部分时间（指在9个月以上）居住在？","2.您现在有工作吗？","3.您的年龄是？","4.您的常住地在？","5.您有多少个孩子？","6.您一般每天会在家务劳动（如：买菜做饭、做卫生、照顾孩子等）上花费多少个小时？","7.除了睡觉时间外，您每天的闲暇时间（即没有事情做的时间）有多少个小时？","8.您现在希望拥有工作吗?","9.您想参加工作的主要原因是什么？:增加家庭收入，改善家庭经济条件","9.您想参加工作的主要原因是什么？:结识更多的人，拓宽社交圈子","9.您想参加工作的主要原因是什么？:获得社会认可，实现个人价值","9.您想参加工作的主要原因是什么？:学习新的技能，充实自身 ","9.您想参加工作的主要原因是什么？:响应政策鼓励，如政府扶持的乡村振兴项目或技能培训计划等","9.您想参加工作的主要原因是什么？:其他（请注明：____{fillblank-e7a9}）","9.您想参加工作的主要原因是什么？:其他（请注明：____{fillblank-e7a9}）[选项填空]","10.您不想参加工作的主要原因是什么？:需要全职照顾孩子/老人","10.您不想参加工作的主要原因是什么？:身体健康条件不允许","10.您不想参加工作的主要原因是什么？:认为自己作为女性不该外出工作","10.您不想参加工作的主要原因是什么？:周边没有适合的工作机会","10.您不想参加工作的主要原因是什么？:现有技能达不到工作要求","10.您不想参加工作的主要原因是什么？:家庭收入已经满足生活需求，无需再参与工作","10.您不想参加工作的主要原因是什么？:其他（请注明：____{fillblank-9dd1}）","10.您不想参加工作的主要原因是什么？:其他（请注明：____{fillblank-9dd1}）[选项填空]","11.您希望它是全职还是兼职工作？","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:稳定且可预期的收入","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:享受完整的员工福利（社保、医保、休假等）","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:更清晰的职业发展和晋升机会","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:深入参与工作，获得全面经验","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:看重工作稳定性和安全感","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:建立团队归属感","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:便于个人生活和财务规划","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:满足事业心和成就感","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:承担更重要的职责","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:其他（请注明：____{fillblank-832e}）","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:其他（请注明：____{fillblank-832e}）[选项填空]","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:追求工作与生活平衡","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:需要时间照顾家庭（育儿、养老等）","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:需要时间学习或深造","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:看重工作时间和地点的灵活性","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:同时从事多份工作或发展副业","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:减轻工作压力，保持身心健康","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:作为进入新行业或重返职场的过渡","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:已有其他主要收入来源","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:探索工作多样性或兴趣","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:避免职业倦怠，保持热情","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:身体状况/精力限制","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:增加收入但不愿承担全职责任","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:其他（请注明：____{fillblank-a8c1}）","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:其他（请注明：____{fillblank-a8c1}）[选项填空]","14.您希望它是线上的还是线下的？","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:节省通勤时间和成本","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:工作时间和地点更灵活自由","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:能更好地平衡工作和生活/家庭","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:可以跨地域工作（不受居住地限制）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:工作环境更舒适自在（如在家）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:减少外界干扰，更能专注任务","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:更便于安排个人事务（如看病、接送等）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:个人偏好（习惯/喜欢线上工作模式）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:其他（请注明：____{fillblank-e269}）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:其他（请注明：____{fillblank-e269}）[选项填空]","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:促进面对面沟通和团队协作","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:建立更紧密的同事关系和归属感","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:工作内容或性质需要特定场所/设备（如实验室、机器、门店）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:清晰分隔工作与生活空间","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:需要现场指导或管理","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:减少在家工作的干扰（如孩子、家务等）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:享受公司提供的办公环境和资源","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:个人偏好（习惯/喜欢线下工作氛围）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:工作性质要求必须线下完成（如制造、医护、服务等）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:其他（请注明：____{fillblank-2202}）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:其他（请注明：____{fillblank-2202}）[选项填空]","17.您最希望每周工作多少天？","18.您最希望每天工作多少个小时？","19.您最希望这份工作每个月的收入有多少元？","20.您觉得这份工作中的社会保险（如基本养老保险、基本医疗保险、失业保险、工伤保险和生育保险）重要吗？","21.您觉得这份工作中，签订劳动合同重要吗？","22.您的学历是？","23.您以前有参加过工作吗？","24.您的累计工作年限（即参加工作的年数）一共多少年？","25.阅读以下工作内容，选择最符合您的实际情况的选项","26.阅读以下工作内容，选择最符合您的实际情况的选项","27.阅读以下工作内容，选择最符合您的实际情况的选项","28.阅读以下工作内容，选择最符合您的实际情况的选项","29.阅读以下工作内容，选择最符合您的实际情况的选项","30.本题请选择3分的选项","31.阅读以下工作内容，选择最符合您的实际情况的选项","32.阅读以下工作内容，选择最符合您的实际情况的选项","33.阅读以下工作内容，选择最符合您的实际情况的选项","34.您会使用手机、电脑等来上网吗？","35.当您在网上搜索信息（如新闻、知识、解决方案）时，您评估信息来源可靠性和信息真实性的能力如何？","36.您使用在线工具或软件（如文档协作、项目管理、在线会议、专业软件/APP）与他人合作完成工作或学习任务的熟练程度如何？","37.您在互联网上创作和分享原创内容（如撰写博客/公众号/帖子、制作发布图片/视频、编写代码、设计作品等）的经验和能力如何？","38.您对保护个人隐私信息和防范网络安全风险（如诈骗、病毒、钓鱼链接）的意识和采取的措施如何？","39.当您在使用数字设备或网络服务遇到技术问题（如软件无法使用、网络连接故障、设备设置问题）时，您通常如何解决？","40.您懂用电脑或手机做什么工作？:进行修图、视频剪辑的工作","40.您懂用电脑或手机做什么工作？:在手机上销售自家商品（如农产品、手工品）","40.您懂用电脑或手机做什么工作？:通过直播介绍商品","40.您懂用电脑或手机做什么工作？:用手机记录数据（如大棚温度、农村路况）","40.您懂用电脑或手机做什么工作？:通过手机视频教别人手工、烹饪等技能","40.您懂用电脑或手机做什么工作？:进行语言类标注工作（如字幕制作、方言翻译等）","40.您懂用电脑或手机做什么工作？:做在线客服工作","40.您懂用电脑或手机做什么工作？:其他（请填写：____{fillblank-58e0}）","40.您懂用电脑或手机做什么工作？:其他（请填写：____{fillblank-58e0}）[选项填空]","41.以下软件中，您会使用哪些？:手机文件管理器","41.以下软件中，您会使用哪些？:PowerPoint（PPT）","41.以下软件中，您会使用哪些？:Word","41.以下软件中，您会使用哪些？:Excel","41.以下软件中，您会使用哪些？:WPS","41.以下软件中，您会使用哪些？:PS/美图秀秀/醒图等","41.以下软件中，您会使用哪些？:Pr/剪映/必剪等","41.以下软件中，您会使用哪些？:抖音/快手","41.以下软件中，您会使用哪些？:淘宝/京东/拼多多","41.以下软件中，您会使用哪些？:支付宝","41.以下软件中，您会使用哪些？:腾讯会议","语言","清洗数据结果","智能清洗数据无效概率","地理位置国家和地区","地理位置省","地理位置市","自定义字段","IP","UA","Referrer",
"53","22-Aug-2025 19:45:55","22-Aug-2025 19:54:11","496","2","3","34","3","3","13","3","1","1","","1","1","","","","","","","","","","","","2","","","","","","","","","","","","","1","","1","","1","","","","","","","","","1","","1","1","1","","","1","","","","","","","","","","","","","","","4","6","	2000","2","3","4","1","3","3","4","5","3","4","4","3","5","3","1","3","3","3","2","2","1","","","1","1","","","","","","","1","","","1","1","1","1","1","","简体中文","未清洗","","中国","河北省","秦皇岛市","","106.8.12.3","Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1","",
"52","22-Aug-2025 19:46:55","22-Aug-2025 19:50:42","227","2","3","40","2","2","10","8","1","1","","","1","1","","","","","","","","","","","1","","1","","1","1","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","1","","1","1","","","1","","","","5","8","	4000","2","1","4","1","8","4","5","6","6","5","4","5","5","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","120.6.130.51","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"51","22-Aug-2025 19:45:09","22-Aug-2025 19:47:15","126","2","3","39","2","3","11","9","1","1","1","","1","","","","","","","","","","","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","","1","1","","","","5","10","	4500","1","2","4","1","12","5","6","4","5","5","4","6","5","6","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.199.71.248","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"50","22-Aug-2025 19:43:45","22-Aug-2025 19:45:18","93","2","3","35","4","2","10","8","1","1","","1","1","","","","","","","","","","","","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","1","","","","","","6","8","	5000","2","1","5","1","8","5","4","4","6","4","4","5","5","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.199.71.201","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"49","22-Aug-2025 19:43:06","22-Aug-2025 19:44:03","57","2","3","34","2","3","11","7","1","","1","1","","1","","","","","","","","","","","1","","1","1","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","1","","","","","","5","7","	4200","2","1","4","1","8","5","5","4","6","5","4","5","6","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.198.222.121","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"48","22-Aug-2025 19:41:39","22-Aug-2025 19:42:36","57","2","3","35","2","2","9","7","1","1","1","","1","","","","","","","","","","","","1","","1","","","1","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","1","1","","","","","5","8","	3000","2","3","4","1","9","5","5","5","6","4","4","6","6","6","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.198.222.121","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"47","22-Aug-2025 19:34:41","22-Aug-2025 19:37:29","168","2","3","33","2","1","7","11","2","","","","","","","","","","1","1","","","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","5","6","	3000","1","2","4","1","12","5","6","5","5","5","4","5","6","6","1","4","4","4","3","4","","","","","1","","","","","","","","","","","1","1","1","1","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.199.68.204","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"46","22-Aug-2025 19:33:44","22-Aug-2025 19:36:14","150","2","3","35","2","2","11","9","1","","1","1","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","1","","","","","","","","","","1","1","1","","1","1","","","1","","","","","","","","","","","","","","5","9","	5000","2","1","4","1","7","5","4","6","6","5","4","5","6","6","1","3","4","4","4","3","","1","","","","","1","","","1","","","","","1","1","1","1","1","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.197.208.148","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"45","22-Aug-2025 19:33:54","22-Aug-2025 19:34:46","52","2","3","40","4","3","11","9","1","","","","1","","","","","","","","","","","","1","","","","1","","","","1","1","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","1","","","1","","","","5","10","	6000","2","1","5","1","6","5","5","5","6","4","4","5","4","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","106.8.21.159","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"44","22-Aug-2025 19:30:47","22-Aug-2025 19:34:26","219","2","3","31","1","2","10","6","1","1","","","","1","","","","","","","","","","","2","","","","","","","","","","","","1","1","","1","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","5","8","	3000","3","2","4","1","4","3","3","2","2","3","4","2","5","3","1","2","2","1","3","3","","","","1","","","1","","","","","","","","","","1","1","1","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.198.221.69","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.95 Safari/537.36","",
"43","22-Aug-2025 19:28:20","22-Aug-2025 19:33:23","303","2","3","37","2","3","11","8","1","1","1","","1","","","","","","","","","","","","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","1","","1","","1","","","1","","","","","","","","","","","","","","","5","9","	5000","1","2","4","1","9","5","6","4","5","6","4","5","6","6","1","4","3","4","3","4","1","","","","1","1","","","","","","","","","1","","1","1","1","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.197.208.148","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"42","22-Aug-2025 19:28:39","22-Aug-2025 19:31:56","197","2","3","43","2","3","10","7","1","","1","1","","1","","","","","","","","","","","1","","1","1","","","","","1","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","","","1","1","","","","1","","","5","10","	5000","1","2","5","1","7","5","6","5","6","5","4","5","6","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.199.66.210","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"41","22-Aug-2025 19:28:15","22-Aug-2025 19:30:13","118","2","3","35","2","3","13","8","1","1","","1","1","","","","","","","","","","","","1","","1","1","","","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","","","1","1","","","","1","","","5","8","	4000","2","1","6","1","11","5","6","5","5","6","4","5","5","5","1","4","3","4","4","3","1","","1","","1","","","","","1","","","","","","1","1","1","1","1","简体中文","未清洗","","中国","河北省","秦皇岛市","","111.227.252.22","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"40","22-Aug-2025 19:22:59","22-Aug-2025 19:26:52","233","2","3","29","2","2","9","8","1","","1","1","","1","","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","1","","","","","","","6","8","	4000","2","1","5","1","9","5","5","4","4","5","4","5","6","6","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.199.76.190","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"39","22-Aug-2025 19:21:43","22-Aug-2025 19:25:48","245","2","3","34","2","2","10","8","1","","1","1","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","1","1","","","","1","","","","5","8","	3600","1","1","5","1","9","5","5","5","4","5","4","5","6","6","1","3","4","3","4","4","1","","1","","","","","","","1","1","","","","1","","1","1","1","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.197.208.205","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"38","22-Aug-2025 19:16:53","22-Aug-2025 19:22:19","326","2","3","35","2","2","11","8","1","1","","1","1","","","","","","","","","","","","1","","1","1","","1","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","1","1","","","","","6","8","	4000","2","2","4","1","12","4","5","6","5","6","4","5","5","6","1","3","4","4","4","3","","","","","1","","","","","1","","","","","","","1","1","1","","简体中文","未清洗","","中国","河北省","秦皇岛市","","60.7.116.9","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"37","22-Aug-2025 19:18:33","22-Aug-2025 19:20:06","93","2","3","41","1","2","8","9","2","","","","","","","","1","1","","","","","","","2","","","","","","","","","","","","","","1","1","","","","1","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","5","8","	3000","1","1","5","1","10","5","5","5","4","6","4","5","6","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.198.56.205","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"36","22-Aug-2025 19:16:48","22-Aug-2025 19:18:19","91","2","3","40","1","3","11","8","1","1","","","","","","","","","","","","","","","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","1","1","","","","","","5","7","	5000","2","1","4","2","7","5","5","6","5","4","4","5","4","5","1","4","3","4","4","4","","1","","","1","","","","","1","","","","","1","","","1","1","1","简体中文","未清洗","","中国","河北省","秦皇岛市","","60.7.116.9","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"35","22-Aug-2025 19:13:02","22-Aug-2025 19:16:00","178","2","3","36","2","3","11","9","1","","1","1","","1","","","","","","","","","","","2","","","","","","","","","","","","","1","1","","1","","","","","","","","","","1","","1","1","","","","1","1","","","","","","","","","","","","","","5","8","	3000","2","2","5","2","14","5","5","5","7","6","4","6","5","6","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","60.7.149.229","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"34","22-Aug-2025 19:13:05","22-Aug-2025 19:15:04","119","2","3","35","4","2","10","8","1","","1","1","","","","","","","","","","","","","1","","","","1","1","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","","1","","","","","5","8","	4000","2","1","4","1","5","5","3","6","5","5","6","5","5","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","110.255.57.208","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"33","22-Aug-2025 19:10:32","22-Aug-2025 19:12:23","111","2","3","40","2","2","11","9","2","","","","","","","","1","1","","","1","1","","","2","","","","","","","","","","","","","1","","","","1","1","","","","","","","","1","","","1","1","","","","1","","","","","","","","","","","","","","6","8","	4000","2","1","4","1","5","4","5","6","5","6","4","5","5","5","1","3","4","4","3","4","1","1","","1","","","","","","1","1","","","","","","1","1","1","","简体中文","未清洗","","中国","河北省","秦皇岛市","","110.255.51.134","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"32","22-Aug-2025 19:10:14","22-Aug-2025 19:10:59","45","2","3","33","2","2","10","7","1","","1","1","","","","","","","","","","","","","1","","","1","","","","1","1","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","1","","","1","1","1","","","","5","9","	5300","2","1","5","1","6","5","6","5","6","6","6","5","6","6","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","111.227.185.136","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"31","22-Aug-2025 19:07:00","22-Aug-2025 19:09:01","121","2","3","40","4","2","12","9","2","","","","","","","","1","1","","","","","","","2","","","","","","","","","","","","","1","1","","","","1","","","","","","","","2","","","","","","","","","","","1","1","","","1","1","","","","","","5","9","	4000","1","1","5","2","11","5","6","6","5","6","7","6","7","6","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.198.223.180","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"30","22-Aug-2025 18:59:43","22-Aug-2025 19:07:42","479","2","3","39","2","3","10","6","1","1","1","","1","","","","","","","","","","","","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","1","","","","","","5","9","	6000","1","1","3","1","9","5","6","6","6","6","4","7","6","6","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.199.65.228","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"29","22-Aug-2025 19:04:41","22-Aug-2025 19:07:17","156","2","3","42","3","3","12","8","1","1","1","","1","","","","","","","","","","","","1","","","1","","","1","1","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","","1","","","","1","","","","","5","9","	6000","1","1","5","1","9","6","6","5","6","7","4","6","6","6","1","4","4","4","4","3","1","","","1","1","","","","","1","","","","","1","","1","1","1","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.197.204.2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"28","22-Aug-2025 19:02:46","22-Aug-2025 19:05:01","135","2","3","35","2","3","7","10","1","1","","1","","","","","","","","","","","","","1","","1","1","","","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","1","","1","","","","","5","6","	4300","2","1","6","1","10","5","6","7","6","6","4","6","6","7","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.199.61.162","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"27","22-Aug-2025 19:01:30","22-Aug-2025 19:02:39","69","2","3","36","2","2","12","9","1","1","1","","1","1","","","","","","","","","","","1","","1","1","","","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","1","1","","","","","5","8","	4230","1","1","5","1","7","5","5","6","5","6","4","5","6","6","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.199.60.213","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"26","22-Aug-2025 18:58:09","22-Aug-2025 19:00:31","142","2","3","36","4","3","12","8","1","","1","1","","","","","","","","","","","","","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","","","","1","","","6","8","	4000","2","1","4","1","8","6","5","3","5","5","4","6","5","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.199.63.165","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"25","22-Aug-2025 18:55:09","22-Aug-2025 18:59:24","255","2","3","40","2","1","10","9","1","1","","1","1","","","","","","","","","","","","1","","1","","1","","","1","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","1","1","","","","","5","9","	4000","1","1","5","1","8","5","4","5","5","6","4","6","5","5","1","3","4","4","4","3","","","","","1","","","","","1","1","","","","","","1","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.198.59.236","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"24","22-Aug-2025 18:56:44","22-Aug-2025 18:57:57","73","2","3","34","2","2","11","7","1","1","","1","","","","","","","","","","","","","1","","1","1","","1","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","1","","1","","","","","5","9","	4500","2","1","4","1","6","5","4","5","4","4","4","5","4","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.199.60.193","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
"23","22-Aug-2025 18:52:18","22-Aug-2025 18:56:40","262","2","3","40","2","3","9","6","1","1","","1","1","","","","","","","","","","","","1","1","1","","","","","1","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","1","1","","1","","","","","","5","8","	4100","2","1","4","1","11","5","4","5","6","6","6","5","6","6","1","4","4","4","5","4","","1","1","","1","","","","","1","1","","1","","1","","1","1","1","","简体中文","未清洗","","中国","河北省","秦皇岛市","","183.198.59.206","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36","",
